step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
4,PAYMENT,3918.159761902984,C2619140571,288558.54119395325,288676.7006098339,M3360877436,1859.8304090295946,116136.68239525038,1
8,DEBIT,6535.094086098863,C8751355646,445329.2277309212,323203.6876140445,M4684068929,120753.11342803063,267400.488459584,0
6,DEBIT,4610.462404317062,C9787746772,298472.61170658626,229181.73971315307,M7331220206,254861.58580178258,99414.26514323997,1
8,CASH_OUT,7164.426486055552,C7505516598,405080.5449798512,264353.6599420263,M5342269290,189979.97612987628,254202.98832231353,1
1,TRANSFER,1481.534470647258,C2055734938,214836.68167757397,17188.429175862606,M2789438153,224242.6140013169,78689.25743443378,1
8,TRANSFER,10429.28983907458,C2729859932,374929.9656441344,319481.5109866423,M1763987916,490324.1097820248,335487.3547428925,1
4,TRANSFER,1445.4900154850766,C1001901740,456520.733444928,40723.60644557959,M9111188732,175136.1853346638,376968.84222071205,0
1,DEBIT,16027.094505664994,C9166378211,286061.48186110315,217507.29717011168,M5908485807,226091.46968005394,55197.11712496689,0
8,CASH_OUT,4750.870430017617,C1660596149,90392.57528118977,146327.5488337039,M4282435641,66757.77567640979,233901.2060186696,1
4,PAYMENT,10846.23710062976,C3068238662,134398.8075150991,272713.97510585655,M4665606630,23978.866218493822,35435.85032743679,0
6,DEBIT,17613.57384247302,C3729209666,99322.2884487029,66708.16776160354,M4166992777,387704.7572962473,299091.2227710012,1
8,CASH_OUT,13052.459644039163,C1140093021,123428.51379786646,345821.7009866591,M4789044777,285341.5875359893,132202.1489648227,0
4,CASH_OUT,10705.859952371573,C9837766754,153207.7246755182,397505.7684642352,M2863534984,380352.4030219475,263812.2284193539,0
3,PAYMENT,6554.241686995974,C2908534630,277566.89337659423,81677.22487157825,M4113555780,74931.39944327582,258730.5046921456,1
9,PAYMENT,6726.738069858139,C7966606864,293995.81473191635,52156.54367594108,M1490415609,285914.3855913455,462177.1730969002,1
3,PAYMENT,13422.790408443983,C9557474476,213249.87362093056,72757.74139367958,M7521129279,126821.23717068777,274541.61128436145,1
9,TRANSFER,19883.373288301234,C9170043136,307710.3899104177,438563.78094925085,M3522639574,114030.90845000996,291499.2398591578,1
2,PAYMENT,13270.599878002635,C9063180953,40787.46280568296,264094.6308781781,M1754109402,5763.007026492628,200826.56288219013,0
2,CASH_OUT,11199.890005663496,C5184896915,43894.118529079984,233630.4980037513,M1762605445,65170.36178453595,474539.8015914084,1
2,PAYMENT,14639.945153760997,C8901950266,85914.73017882922,53355.90955117714,M3569195744,154634.05574984767,388592.9547198048,0
6,CASH_OUT,9357.591684445992,C1982235012,259038.74902017237,324778.0033784809,M5571995940,58439.38029546952,142702.6451514208,1
3,DEBIT,1296.8326177556257,C9402330816,106997.33934915678,433999.795947545,M3336590909,492929.22020546877,422104.79288811603,0
9,TRANSFER,11289.706635970406,C1636419349,141642.20174628866,414092.93466172647,M3404304313,154316.32426197533,216198.180092545,1
4,DEBIT,19156.743161657065,C8213612023,200156.41808649703,313027.35449040064,M7528845987,65161.97335116408,414333.571766797,0
1,DEBIT,3588.528552917427,C1965896104,405933.0620051899,37639.358325836816,M6528659491,99541.15641397887,411444.034146751,0
4,CASH_OUT,13831.097327331248,C2852765763,6931.067956430059,56198.513588006484,M5509134031,293851.61417073826,94435.0933814272,0
1,DEBIT,4098.580404315224,C4088768255,324689.4101183112,24654.493554912337,M7886568651,32021.761932394256,350570.56569178845,1
5,CASH_OUT,10762.970921014317,C8901278066,334438.2655203427,128739.60824623465,M5359488612,431217.0650705784,145321.48465326556,1
4,PAYMENT,2023.8613479697203,C4277525453,399327.89017831825,67830.73358018887,M2343093374,480749.83961857366,148746.3349963341,1
8,PAYMENT,9062.381631537884,C9112709715,466376.4695301566,130024.02012621694,M7821025289,123373.71033369044,148174.03844029037,1
8,CASH_OUT,15147.650245015397,C2096544135,10068.924474644913,192529.02785948085,M5888888998,225047.63429542969,362784.1237799741,0
7,PAYMENT,7016.673332355744,C2269998959,76891.85275660809,471491.39203556784,M7125148928,11067.225514748536,114913.02089626803,0
3,TRANSFER,13331.743317295639,C9730850861,443085.64702799654,305188.02989084605,M3572183310,320355.11236361077,452.91762304511263,0
1,DEBIT,15929.454219715612,C2564889562,229259.28109350769,417486.89284148114,M2718114195,206963.02902629442,357618.42674131657,1
1,TRANSFER,18550.838607641108,C2975695232,282295.31946673174,355175.7503561661,M8637908822,135029.23305077784,85592.37191756263,0
3,DEBIT,4769.377428923525,C9998184302,331513.6018615737,56251.565263315875,M5042486305,103418.55530830423,52241.19765391733,0
6,PAYMENT,8046.386724605232,C4121364131,339533.3022478187,367960.2031869744,M7057161446,327011.53882938024,118758.06029703007,1
7,TRANSFER,3133.078665275307,C8618869212,465870.2016582541,137549.44077956222,M2430037769,208108.51551615723,189950.26116135198,1
6,PAYMENT,19850.421692951666,C8837404163,498474.7087058348,319553.92349735316,M5831651667,89829.644514956,237953.16373660037,0
6,DEBIT,18547.319261693476,C2989831088,360078.7304654701,170480.98682149427,M1457634124,344554.54074341204,22285.02035631541,1
6,CASH_OUT,10845.146892583136,C9784940212,143610.60460257542,498836.1316323296,M3956473476,282536.14151834685,485286.66631368024,1
3,CASH_OUT,16856.462558090785,C2682871134,439876.2011471718,131775.7397483889,M2093763611,429336.02746474807,358031.52670977905,1
6,TRANSFER,10467.063747713639,C7643028148,24610.457270380804,139565.23538713483,M1423849825,58737.94943824645,161597.03266216806,1
8,PAYMENT,12509.355191254917,C7579983016,115540.4264372481,465336.1277811992,M3490245005,392833.30097222805,159348.62864269866,0
2,PAYMENT,1873.5761991087306,C3535882236,448692.85873185744,12322.202318161335,M6863609311,336758.3934086295,224271.2746842297,0
5,TRANSFER,15129.881367886477,C1263414459,128095.75721967747,348344.4939365984,M8835171335,57505.46841404891,313122.4113815165,0
1,CASH_OUT,2641.498324341173,C6850502469,110325.52981087423,362663.1953679391,M3425975500,347410.3649358604,73186.53329448387,0
1,DEBIT,16538.745842025313,C4105812280,69062.64657012362,418189.28870519967,M1428481221,220773.6444399152,94464.90688247616,0
5,TRANSFER,15662.358944640679,C6156367015,429555.8788234583,487219.6553192377,M5529094110,472492.3927779215,429717.29141677544,1
3,DEBIT,14204.019485085231,C5338306132,250029.12959554335,487800.9595783262,M3862706634,70805.67530894965,128127.46194453628,0
4,CASH_OUT,819.591572442766,C2878970579,337446.6015270774,32638.378783231947,M3184780929,321416.695407869,190097.49898758877,0
3,PAYMENT,6132.25428331204,C9812847445,119533.19203751483,410919.66137645126,M1234995584,190990.02273147297,435635.92547505855,1
1,CASH_OUT,5335.940141225773,C8437701106,379020.21050560824,323154.96682869067,M9313979769,478407.3352954389,331573.91469991126,1
1,TRANSFER,7266.71450868323,C4260176268,380002.77248104924,323671.0671865456,M3566729090,164987.44764513822,170855.93967084418,1
5,PAYMENT,1844.090660600387,C9143433245,156299.01245415007,64174.963307347396,M4476464597,481092.95474590006,341849.7728623104,0
6,TRANSFER,18745.460678318148,C8808365412,205341.3165051414,325093.58322282665,M9298431265,450742.92555037455,9841.607690706855,1
3,TRANSFER,11120.664590176288,C2085826159,104845.13871510043,491241.2903006239,M8506316565,135191.61765532815,367821.3300056826,1
9,CASH_OUT,6179.9337820946685,C5833369272,488280.5116614521,455909.2847697235,M6300430577,401770.88841321383,243508.02025811974,1
5,TRANSFER,7999.93218977824,C6742219759,322801.28852920583,219565.33040242526,M5552343901,497802.100901753,406591.07364223065,0
8,CASH_OUT,8999.33055604623,C7037655267,467271.9403577578,19973.98664304717,M7518040095,126331.50108564117,477318.8260032342,1
1,PAYMENT,12051.827233876284,C3329895221,151692.77181456657,181146.7450001024,M5829408143,218388.58466165984,462894.2747472842,1
5,CASH_OUT,10362.020611160306,C1642533319,390945.45649844484,413195.1558002776,M2245217351,260090.36828337982,454632.5217276704,0
3,PAYMENT,18395.900266966906,C2635049743,382929.321942371,350749.55073258304,M2664835086,147465.56790193217,256084.97796694358,1
1,CASH_OUT,9989.573309826023,C5383750175,345827.8259332708,229671.8277969782,M2388108715,7632.4198230148795,180071.057069469,0
4,DEBIT,19843.944494983924,C2154687952,482819.4876334002,27550.767579415548,M6855425860,110064.62209876333,232517.66236533638,0
5,DEBIT,17043.356659127407,C7364572373,196777.66805315777,213447.3639116513,M6971241106,140968.44217087922,344948.00165668037,1
7,TRANSFER,4249.359235710983,C2553533712,65358.661794878644,234512.46985894174,M2240555818,221799.8506590936,441998.8884355934,0
1,CASH_OUT,18618.844771413933,C1558093946,335854.4296220304,464277.76644706796,M3539836241,85551.23920670094,103493.15150005977,1
3,CASH_OUT,2415.691317920974,C3405575524,364654.90023860306,320543.05179107975,M4088939185,436627.1783458363,459096.5792308515,1
2,PAYMENT,16367.249198974712,C8648185072,287530.2867294073,155826.45832732445,M8495755105,352455.566365668,407590.11598494457,1
9,TRANSFER,7674.403540183944,C4042940094,103408.94656669814,262659.13222536066,M7504523677,42600.23877983099,489428.00758911733,1
6,CASH_OUT,17571.688976856884,C1739117618,252227.9708346777,33027.65391108004,M2421599597,325046.2255699657,440125.8866408436,0
3,TRANSFER,17374.32813313826,C2927639934,156094.8682845647,486284.1178248684,M6625830134,326828.23820281023,139968.66484595332,1
8,DEBIT,16137.915462340661,C1524116974,213733.26408334452,180029.950965363,M2723366725,478110.58682181383,52977.95567202385,1
8,CASH_OUT,15821.60568251052,C6775030584,322609.28792233195,238933.6774565679,M8967500995,1510.4356780806238,56120.53599579431,1
2,CASH_OUT,6163.114868051011,C1132533665,372607.3713454173,177641.9871184613,M7150043246,123966.2249029036,145611.65928913804,0
6,TRANSFER,1710.2937327199184,C9812823208,116112.34545067156,341255.8650581001,M3962770194,463895.73968765774,307091.86199226964,0
7,CASH_OUT,8119.305557426713,C1610617416,202662.68032347667,331116.0791647965,M3587464882,466066.9576991415,402160.1630485863,1
2,TRANSFER,3553.1378482315226,C1916517445,134580.7854958146,357661.1552645678,M1460621637,360293.2096853187,449625.15349078237,0
2,CASH_OUT,13929.526669158988,C8151748435,99315.80693093456,134071.61480596042,M9555895960,382881.66052376997,311876.6921846164,0
1,PAYMENT,6987.384558101932,C2339961168,391693.6099979192,157834.240582033,M6266281015,45741.47896482356,2815.656374026865,1
8,TRANSFER,19514.642997112307,C5363952496,454626.3472184962,62625.615548103975,M9043744600,256937.9173891168,93158.38825926675,1
1,CASH_OUT,12855.344339172107,C7940288800,185116.09284228837,327754.9859230563,M6299658153,115791.4956444997,49863.10192668397,1
9,DEBIT,16467.363216323785,C8916819105,375639.46218688344,19898.563667826274,M1861708259,90609.02180680863,181662.237784505,1
6,CASH_OUT,2737.2409875627836,C1418820854,448497.6446822055,298841.1677617295,M2352708824,405151.64956166624,250675.49681687297,1
7,DEBIT,17254.08819722519,C3294760416,423062.1052651158,434847.9424258169,M6610940097,67519.06834027372,21698.589289280422,0
7,DEBIT,18462.868091216547,C3322437287,91406.69426961296,445416.0741448168,M4147516702,234325.81849819262,174238.98789782767,1
3,PAYMENT,9792.532184496824,C2326433732,478145.9407566807,224518.88018498084,M2444432287,469289.1197930165,89589.83731266129,1
2,TRANSFER,12164.43346124445,C5803888103,188338.22021473123,229651.84410653688,M6706312161,92916.02778267127,323535.08312943694,1
9,CASH_OUT,15319.715037969609,C5129668335,169620.33058691816,38484.591504008684,M3054212719,488996.7118691173,232136.18466217,1
8,PAYMENT,3579.28868248221,C8768693848,31215.663638890168,335382.5127215179,M6070796005,497143.9928805295,247658.8234669544,1
7,CASH_OUT,10101.064921622505,C1304476999,243086.8270524415,410629.71018642274,M1042002112,277808.5773412015,213845.89401673054,0
9,DEBIT,8033.394252669031,C6358014963,54506.80782046435,122327.52730235652,M1322650441,85071.37008857896,478009.8552432835,1
4,TRANSFER,3012.842444028757,C1085021707,124269.910463713,210650.44081668233,M5315945902,158052.4439704478,107367.56256078162,0
4,CASH_OUT,7413.935003601476,C6972934196,158471.3108836407,419419.66838263517,M5751430027,212246.41633826756,258332.12992193716,1
1,CASH_OUT,1456.628956771322,C5015770501,404413.161745842,438560.233831144,M4616291728,154662.11217911146,368008.684182668,1
8,DEBIT,613.656948294791,C2849156100,437744.32519794826,121589.99013211297,M8126885706,140317.7899382579,278422.2065672813,1
3,CASH_OUT,2789.809154180973,C4770914715,151233.15873073484,275285.31727068214,M3193366696,486114.8546081788,464510.4428584005,0
7,CASH_OUT,19265.99072062456,C7895590468,429349.0606222869,96246.57531791354,M8880833043,76682.41370787282,188984.17782064207,1
2,DEBIT,11035.637764310837,C6356389239,428615.46868489555,50939.38206977827,M7371164080,366663.9543584311,231837.902886589,1
2,PAYMENT,19319.86100694908,C5655398961,382325.4751924368,455560.25069597876,M5774439966,205.14471958743565,44261.157607364206,1
7,DEBIT,8706.707778769627,C1309714810,73347.55700759077,410253.7521160546,M5790619239,298091.33470118843,304499.55552596424,1
6,PAYMENT,6305.141048396666,C6177159645,345161.4234503645,380017.45090158697,M8737553081,457971.5019770262,144105.984224053,1
3,TRANSFER,10172.223070520857,C4370955859,472512.0322902844,24383.15940657021,M7363376920,143967.0470466095,80154.51975778442,1
9,PAYMENT,8846.28260379491,C8445268870,341270.23938357853,421864.39635512873,M2177178339,92762.9876288596,272265.64645225403,1
6,PAYMENT,2202.727216808704,C8649319126,165808.42455391696,219022.03795269187,M4440973453,325839.89743921347,266155.1316899553,0
6,TRANSFER,12852.443662335105,C7876683740,250289.65871541563,171197.56164792983,M9174765917,356300.7036491966,37935.820612023774,1
1,PAYMENT,4399.159831941032,C2396954903,322862.5216755268,273238.18051268824,M1299319243,344015.25947599066,349107.7267472364,1
4,DEBIT,12429.800302466809,C9337701694,255285.20436425178,45676.621361777914,M1250042335,159658.44001068702,311886.09532542643,1
6,PAYMENT,13039.001738723253,C9223707496,59976.47086548491,378323.2746761994,M4652919731,126101.20107966544,94508.6413732486,0
6,TRANSFER,3125.2945772600974,C1049309063,156032.0223260103,291217.5384441479,M3818267516,477959.3999810221,234717.43107702193,0
5,DEBIT,1320.8575795022964,C7228203069,401198.01527681627,93295.04843658376,M2641696771,461649.7541349647,360161.45823928,1
1,TRANSFER,15637.155562761953,C5196630729,430709.02304775873,94116.0998845228,M4100893999,228658.30494641015,264717.87027063826,0
8,TRANSFER,9250.028433009471,C1442902849,68650.01635778512,92124.32578633711,M8104209001,423096.9330771867,197744.5380917851,1
5,CASH_OUT,1257.4595305589683,C7647684665,476193.37619936233,28501.193775966993,M3197264934,226161.73881714803,161169.2290404718,1
5,CASH_OUT,19897.839711678367,C5204590491,164411.30892430467,293899.2246858424,M9819538007,212194.5090362552,305196.9333220268,0
7,TRANSFER,1249.8331638276961,C7680801960,331156.86936536,420174.08879425406,M1211954764,78381.47379964733,469554.34915512026,1
4,TRANSFER,13931.201054285208,C1815250513,375912.57297834055,8749.1069936943,M7740240923,213203.0282459864,335872.4202387417,0
6,TRANSFER,19675.210612741932,C7795425235,405973.1173189417,24502.322485636774,M2643809345,268708.4692999035,37372.95181815775,0
4,CASH_OUT,4859.6840738969195,C1878065584,472874.8511129651,286385.1383434729,M8547069821,11252.163714343233,230342.48674106688,0
3,CASH_OUT,2930.762436875204,C7514563169,156459.7740144113,409747.8426930262,M6607717580,222056.5025877032,445412.0657553138,1
7,PAYMENT,2515.560294506335,C4178968866,429253.22727577726,163369.44528431678,M7841808584,390678.10919760016,47231.21290054344,1
8,PAYMENT,6135.175436595151,C8257544869,65843.45171810352,174807.19940386107,M3309333133,340023.02818713494,494437.8560687717,1
4,TRANSFER,2110.811639111869,C5913193113,352520.4531767964,298173.24874838797,M1020239727,317578.4944319675,474534.6968227107,1
2,DEBIT,13874.010699713224,C4975087598,370988.86475699296,137106.4445620735,M4789170839,454777.71421860124,39137.240364937934,1
3,DEBIT,1339.6067827882475,C5588460051,338861.6206006602,13304.183038842066,M5926391741,9016.004912615006,466706.6602247775,1
1,CASH_OUT,10237.500350180815,C8283394707,126157.36806757649,367614.259050798,M4053267901,278523.7930961171,181566.2951297311,1
8,CASH_OUT,19934.26739167424,C8050755380,436521.5735076017,312824.9564707266,M6338409680,393674.42420485354,422354.58353793126,0
3,CASH_OUT,16298.008363169774,C8317732245,84429.2316851975,290377.9995278296,M2257621680,270667.6913506336,209191.66885663575,1
7,TRANSFER,12342.866820797117,C7230650952,26817.39576041542,370842.0644959116,M5161685277,161947.7762901896,220427.55635125792,1
5,DEBIT,6194.447053653572,C3886458719,358732.49530595605,337615.41878101876,M8264085782,68125.28254598893,317121.5454887713,1
5,PAYMENT,12515.527142203606,C3258105786,237737.85761636685,102940.99408916058,M9172589661,443781.53590809566,387238.7096379917,0
7,TRANSFER,10588.125131841867,C1747675075,424549.00997933804,176240.52347167558,M4652566828,235381.1961938015,16894.575474124318,0
9,PAYMENT,8579.059339418392,C1502794834,191698.57052912947,63055.0708393125,M7074488270,439057.5984928507,296577.99776356714,0
5,PAYMENT,2701.1364971299695,C7223771608,84139.29425385641,64928.50670894051,M7773438527,292926.0612165842,93366.49704868549,1
1,TRANSFER,17743.423883285286,C7924596020,418221.09623493487,338097.8731782696,M8055033261,337096.0583075004,172974.75893160148,0
1,PAYMENT,9050.714511544318,C9328186802,274454.8158200358,429300.0534912491,M6551309739,402130.577189225,173984.33307760826,0
2,DEBIT,3972.9879852332247,C7980201315,94597.89619517744,481366.2919305695,M2518593587,329577.7723000672,234530.17011057682,1
6,PAYMENT,7418.411082458063,C6899372957,360191.99929322285,314173.5587747222,M5863917143,199027.42033946887,167068.2059380867,1
9,DEBIT,8341.182075325647,C1216848364,255556.81924475028,92050.66168047849,M3887432018,256816.6919643255,53680.55922533388,1
8,DEBIT,16568.0041217808,C2656197420,302156.4911201599,52825.17272446535,M7479782549,401522.76233793993,72814.36926272573,0
5,DEBIT,14698.926173171902,C3327829640,230449.16910329094,406425.4857683789,M6693847624,186825.1481864921,16718.992780548837,1
1,CASH_OUT,15409.167383462662,C1946970249,414354.4919090032,289378.23817999964,M7324665144,194060.72838424853,235124.54266437716,1
7,PAYMENT,319.52216213007955,C3651064365,414781.35784152494,309142.5105068599,M9762941500,47845.058029000575,477223.84742649423,1
5,TRANSFER,8381.464563777254,C8470701471,354694.4109121931,390731.0443773546,M4456730631,457292.21761087386,57837.61182405828,1
6,TRANSFER,9678.74861754294,C3139067209,52700.68869823113,351638.6138662258,M8275144322,45518.157472720864,473132.246501541,1
7,PAYMENT,481.92630877882806,C8485376282,419426.9309520344,417229.1264280483,M5980584757,324104.5887242779,366680.7573660468,1
3,CASH_OUT,5270.282854026181,C6699613361,335506.49026645493,28106.95272993924,M9144467235,206597.23940139884,318749.40146708157,0
3,CASH_OUT,15229.767480130486,C9952005972,348512.08300214977,373760.3183732524,M7032243182,202809.69512772118,322638.87766178144,1
5,DEBIT,2828.483144007081,C3202143098,181491.4202019358,425426.3786610477,M2956897105,339775.91828634194,413363.82419814105,0
6,PAYMENT,10752.671615906575,C2882849178,439639.7780785033,143067.52122915717,M4525481958,33546.86631493936,53459.93218991069,0
9,PAYMENT,4382.517253143026,C9573881234,362685.80011742876,320223.63699662645,M2583566980,296852.8914757173,252377.16178277085,1
5,TRANSFER,341.20341541347614,C3348814378,56295.233264597235,157081.03191848606,M2662939511,386015.8929861774,348545.56913037924,0
1,PAYMENT,4899.909006230875,C3880529448,203889.01720308134,478985.533241227,M2486524686,414106.3789432971,293410.22253678186,0
4,CASH_OUT,19519.88772271007,C8305170865,443190.18098007084,16711.78621775188,M1434977654,85265.19469688764,416389.5355116473,0
5,PAYMENT,16050.588526471493,C4514870516,23598.350848689497,289896.4219164775,M9656499016,448709.5250390868,36135.85450567574,1
5,TRANSFER,19195.575221988565,C9804762734,480708.30982102477,83251.77352475755,M6011214376,328073.0459237211,345350.519749583,0
7,DEBIT,9808.295474134613,C9716653567,339581.2841597814,356110.10258857935,M8340645398,440927.4004103414,267013.86519235885,0
4,TRANSFER,2283.7503536823197,C1067917165,315687.9888216883,87945.14170933104,M9680377082,242640.35855509914,189580.43198997172,0
1,TRANSFER,11004.39383057649,C1331335978,135279.62824399568,117691.63094917878,M1156446095,271016.672548601,170137.49111701542,0
5,DEBIT,9142.108957743221,C2824379825,124395.89436958854,247185.40552287904,M4876388876,459519.13851433556,310416.3163870964,1
7,TRANSFER,16902.70594651836,C7859474080,471029.10974429775,457417.474998439,M8473319523,449954.7716773359,445497.6873221324,1
6,TRANSFER,2051.843357606467,C6893555805,149136.22711706138,105857.18607398542,M2330294161,224080.436684501,248087.96305055765,0
5,PAYMENT,9815.998626733386,C9095860049,387752.6483594997,72120.01055905176,M4008430732,137206.31581784086,412361.58203846007,1
4,PAYMENT,3085.9684274102865,C6941160574,196560.8991035396,379488.4159270153,M1327716558,196585.21728213207,201078.19092198377,1
2,DEBIT,6561.050945112193,C4379149303,69627.03539235199,250309.76616696548,M7944467139,193882.16426487488,51197.23139658827,0
4,PAYMENT,14773.405840017213,C7001994114,5357.648847679475,455892.5561908857,M1012505751,143433.43749139697,30752.868229319276,1
3,PAYMENT,9572.760774438453,C7500909925,272128.6685076254,73307.27857992114,M6409080675,134289.80216648328,25667.185661838786,1
1,TRANSFER,7580.1768744008095,C2088160758,487889.40927446634,322963.94651151967,M2950836076,430531.46823985974,190075.07097883496,0
8,CASH_OUT,7950.0779435437025,C6546931975,184568.09690460225,116439.57307590752,M9576223837,34930.96034233084,168618.87541792102,0
5,PAYMENT,9242.990691279134,C7131047120,178596.16699652243,78380.21432581966,M4706402366,338805.5910497971,358968.51181128476,1
4,CASH_OUT,15721.829222357432,C1885697020,172045.80892472103,341714.70757863525,M3172277770,86410.02572822614,371410.7507924329,1
8,PAYMENT,17852.485309910666,C8729733226,260271.91865242922,296842.3099543666,M9301189425,172252.9466970316,25426.984416869913,1
7,PAYMENT,19111.160261428173,C2432830246,220332.44171214677,377413.72918116563,M5631379454,30771.51706741843,110561.63144450748,1
2,DEBIT,15759.377386480373,C4715977147,439957.3133635072,154731.2882230912,M3955877730,134986.81842773102,137130.92507944984,0
1,DEBIT,6376.597225385453,C8987882532,252760.39586174514,223985.82819109497,M4415735309,384210.53555862105,273805.9920714047,0
4,DEBIT,13793.880651122188,C1150357841,253878.91909428439,202735.83816520925,M1581944528,442507.66227362934,72257.61195347513,0
8,CASH_OUT,8808.3021687023,C2766689537,69185.7973602783,492044.7319832571,M2922298298,110763.57595118352,66970.60970000019,0
2,TRANSFER,5167.945378716418,C4752611385,491369.77045519295,146124.47836969394,M2299997288,231773.91962946093,471894.444603979,0
3,PAYMENT,16833.34443057586,C7440010407,124986.44543441484,147408.61917338343,M7285905501,235162.0239686032,402101.4536488905,1
1,PAYMENT,864.6843443502675,C4367200078,36682.03372980133,177274.1044143037,M9108202127,436787.6528798671,90327.45104558516,1
1,PAYMENT,18045.063643494927,C7442795070,331573.1244876044,282297.04064516077,M2954743681,381399.5264379027,203283.9039527455,0
3,CASH_OUT,9283.40154603221,C8666936319,297683.18507843633,126161.37213187262,M7682591213,256538.60918402494,177810.99962878277,0
5,DEBIT,12780.30938848478,C1863712460,207572.82699637287,457644.970189637,M2735064921,335373.6002358867,395502.03703270364,0
3,TRANSFER,13221.143051895076,C3016596842,211096.11694033904,132842.78243313174,M7271155544,423677.5269546834,255106.45823906103,1
1,CASH_OUT,17912.843040060074,C5416563287,392531.9605232156,447907.8657800973,M6513644974,4769.477012772471,63924.868496733514,1
1,DEBIT,12769.726675127426,C5344327077,97856.32004982453,51737.531823292324,M8017104604,201445.0155250243,369496.03157812194,1
8,CASH_OUT,12317.278336725229,C7050652280,410126.65947244485,328281.35119982617,M6335609217,453621.5836385393,198443.98911245947,0
2,TRANSFER,1426.3756071577302,C4968665189,324373.55694750906,453492.7592191218,M1057593159,370156.5154219757,131462.12381607352,0
3,DEBIT,10416.31963670956,C5775490900,209484.8868897622,84374.71919911477,M8755028572,271420.68716703734,187749.31101036008,0
2,CASH_OUT,3088.363116259129,C4378087920,229014.3082919343,484163.4800496275,M1250290499,264822.2635175667,248878.2818034482,0
3,TRANSFER,14774.931997557564,C9343108443,128323.6035930479,226441.68020775585,M3452826457,173885.0488022189,171557.75820850473,0
7,PAYMENT,10293.216224172222,C4207381233,376057.16634848743,472857.5542205122,M1038648934,260260.26682075727,120952.88629587891,1
1,TRANSFER,13636.53280624623,C4549739310,256437.3711526339,338410.0218150235,M9753040137,327691.59973172663,199251.01440199016,0
8,PAYMENT,929.2907219874469,C1034206848,160427.2713749218,150793.43493677577,M5271749530,209181.51921439654,9586.45537494912,1
2,CASH_OUT,1787.3611193114841,C4189145660,298025.0578804751,94151.2624585532,M1185415006,357076.573196087,386248.92304815695,1
3,DEBIT,14354.835422447377,C9919082873,497867.2260256615,151867.5231125497,M8895665628,430616.11363019294,85472.4467837929,1
9,DEBIT,1534.4782863736,C4556734700,217631.1398282769,46508.704631337496,M8104863662,77342.42409243058,21952.30681531862,1
7,CASH_OUT,1518.0088825286462,C6899224240,460345.7003893098,71933.98317166488,M6477929702,225773.51140871222,326849.3464525396,1
4,DEBIT,340.9586571742602,C6461045561,172508.41996228305,52330.220173240574,M5156411461,204010.04564254056,386968.0644118361,0
5,DEBIT,19134.377826159653,C2368415088,27366.35346249294,211471.77187077887,M5287382477,343732.40202486404,406914.5657964216,0
2,PAYMENT,14776.416353234239,C4880753980,102121.05318421444,397789.1881287932,M6116210229,124933.73262896467,246754.59133029997,0
8,CASH_OUT,7129.703029191077,C1333464581,209347.5716638421,70691.77710817009,M8147257960,320125.45747613814,102684.09234499265,1
4,TRANSFER,6001.058067624339,C7535219624,109817.4642972845,65160.21658616794,M7562913801,438744.620865744,368613.83862491336,1
9,PAYMENT,7059.0942719424065,C8707257092,113.51910912776874,321714.47475866537,M6205692964,209065.79989681134,349856.5385771686,1
5,CASH_OUT,15515.605270505519,C9093335638,457500.7688737636,98591.49098403314,M8251628330,455507.84998961,123135.36705158663,1
9,PAYMENT,13261.275160301246,C2480824907,421939.70561546454,48805.0190544958,M1046378726,496581.8694667392,451703.8779313965,1
4,TRANSFER,3785.391800562612,C1056912766,371146.1157434736,83424.28910278881,M8305787772,53046.02497397603,52185.729041414495,1
5,TRANSFER,3564.7757731482784,C6566032328,83907.29782301432,461865.69793838804,M3112556199,116526.59399242932,491344.1197956628,0
9,CASH_OUT,2058.0734292966063,C2972202734,60181.78810499303,410735.62638809544,M5649015513,475189.8757410466,430123.90548873233,1
8,TRANSFER,13240.02412205663,C2765633622,33802.374736191574,177032.28117754703,M8583419040,479163.8432406934,343949.3227395376,1
3,PAYMENT,15311.015978212545,C4100662431,362014.5943864606,327910.3836636964,M3056008248,48853.63769337925,469374.94413991645,0
1,TRANSFER,5374.42392366758,C6947686259,464403.98034394265,268637.83683401905,M6035201521,7499.2501885683405,361155.5841618539,1
3,PAYMENT,516.8047245151649,C4180965110,215267.9104565185,338562.13174128195,M7674921031,80550.01162821113,95228.49851502296,0
4,PAYMENT,1735.216182780904,C7579413476,59570.335998024086,341335.57623137964,M7559047709,498006.3916911241,221078.06905640586,0
2,TRANSFER,19360.414693416107,C8685552747,256196.4103660533,314367.00752999645,M9236710634,89999.80830534344,35751.51216581768,0
1,CASH_OUT,5979.351071800663,C6569656413,174415.95372931508,133050.6842686543,M1848036204,251273.80336101158,194828.71114405768,1
7,DEBIT,15407.54064197886,C7620132085,187412.46217499886,19503.210381409062,M5226758430,424208.86321525555,370801.5098686043,0
8,TRANSFER,12530.805020199849,C2482751389,310665.31207785365,227783.3909950544,M4325383353,10200.80534410317,193221.67546540868,0
7,PAYMENT,7700.598829092629,C2778979453,359359.0566311012,445486.9423453519,M3025777940,302244.4911292297,165147.08773406706,1
5,PAYMENT,4193.176517691547,C9081678834,55301.799436580426,284748.62925928796,M7466744829,138512.72443481217,297677.86125515593,0
